Item No.,wheel,dist_US_weld,degrees,INT_EXT,depth,length,width,Dia
7588,177273.91,21.51,87.25,Ext,24,0.881,1.104,22
7589,177274.13,21.73,91,Ext,16,0.783,1.104,22
7590,177283.06,30.65,79.5,Ext,15,0.587,1.08,22
7591,177291.25,38.85,90.75,Ext,23,3.757,4.176,22
7595,177393.56,23.41,93.25,Ext,2,0.47,1.128,22
7598,177459.61,10.01,90.75,Ext,4,0.587,1.008,22
7599,177481.85,32.26,90,Ext,6,0.47,1.056,22
7600,177482.57,32.97,105.5,Ext,3,0.587,0.888,22
7602,177491.31,1.98,90.25,Ext,16,0.94,0.96,22
7604,177529.83,0.77,87,Ext,7,12.678,18.575,22
7605,177533.7,4.63,90.75,Ext,15,0.47,1.128,22
7606,177563.39,34.33,89.75,Ext,16,4.344,3.552,22
7607,177564.89,35.82,94.75,Ext,16,3.522,3,22
7609,177587.56,20.86,81,Ext,4,0.685,1.008,22
7610,177587.92,21.22,79.75,Ext,7,0.49,0.576,22
7611,177588.91,22.21,77.25,Ext,3,0.49,0.888,22
7612,177589.29,22.59,92.25,Ext,6,0.49,0.768,22
7613,177590.2,23.5,86,Ext,3,1.761,2.592,22
7614,177593.24,26.55,89.75,Ext,8,0.49,0.96,22
7615,177603.57,36.87,85.75,Ext,11,0.587,0.408,22
7618,177667,20.7,85,Ext,12,0.392,0.792,22
7619,177674.83,28.52,81,Ext,15,0.49,1.128,22
7621,177691.49,5.45,88.5,Ext,2,1.292,3.24,22
7622,177691.88,5.84,92.25,Ext,9,0.705,0.936,22
7623,177692.18,6.13,81.75,Ext,3,0.47,0.96,22
7624,177692.89,6.84,83,Ext,9,0.587,0.888,22
7626,177744.86,19.11,22.25,Ext,10,0.47,1.08,22
7627,177745.95,20.2,94.75,Ext,21,4.344,4.104,22
7628,177749.36,23.61,21.25,Ext,10,0.587,1.104,22
7631,177819.51,14.47,87.75,Ext,5,0.685,1.08,22
7632,177841.91,36.87,90,Ext,6,0.49,0.984,22
7634,177855.07,10.38,131.25,Ext,17,0.587,0.696,22
7638,177964.98,1.38,106,Ext,5,0.705,1.152,22
7639,177967.28,3.68,87.25,Ext,15,0.705,1.296,22
7640,177968.46,4.85,89.75,Ext,4,4.696,5.136,22
7641,177983.93,20.32,91.75,Ext,8,0.47,1.248,22
7642,177984.4,20.79,91.25,Ext,6,0.353,0.792,22
7644,178011.38,8.15,89.5,Ext,2,0.587,0.864,22
7645,178015.23,12,82.75,Ext,8,0.353,0.696,22
7646,178029.29,26.06,81.25,Ext,20,0.587,1.56,22
7647,178032.98,29.74,83,Ext,5,1.174,0.936,22
7648,178035.7,32.46,87.75,Ext,13,0.587,1.08,22
7649,178040.57,37.34,84.5,Ext,10,0.587,0.912,22
7652,178099.45,16.8,88.5,Ext,10,0.587,0.816,22
7653,178101.01,18.36,84.75,Ext,2,1.663,1.416,22
7654,178101.63,18.97,87.75,Ext,17,3.522,4.248,22
7655,178103.28,20.63,79.75,Ext,3,0.783,0.912,22
7657,178158.11,35.79,90.25,Ext,21,0.587,1.368,22
7660,178166.66,4.55,92.75,Ext,8,0.49,0.6,22
7662,178231.49,29.61,84,Ext,3,1.859,1.728,22
7667,178363.92,4.87,91,Ext,4,0.587,0.816,22
7668,178364.59,5.55,86,Ext,3,0.587,0.912,22
7669,178366.22,7.17,80.25,Ext,17,10.076,12.192,22
7670,178367.02,7.97,83.25,Ext,11,4.305,2.28,22
7671,178372.27,13.22,90.25,Ext,8,1.272,2.88,22
7672,178384,24.95,93.25,Ext,3,0.587,0.936,22
7675,178441.98,3.72,84,Ext,21,0.705,0.768,22
7676,178442.13,3.87,93.25,Ext,6,0.705,0.72,22
7677,178442.22,3.96,76.5,Ext,7,0.587,0.672,22
7678,178442.39,4.14,85.75,Ext,21,3.992,6.12,22
7679,178442.81,4.55,87,Ext,2,0.705,0.768,22
7680,178443.41,5.15,91.25,Ext,23,2.348,2.472,22
7681,178445.96,7.71,88.5,Ext,19,6.457,5.04,22
7682,178446.99,8.73,84.75,Ext,18,0.979,2.088,22
7683,178447.27,9.01,93,Ext,15,1.174,1.248,22
7684,178448.16,9.9,86.75,Ext,21,0.49,0.864,22
7685,178448.95,10.7,83,Ext,21,0.392,1.008,22
7686,178449,10.74,99.25,Ext,16,0.783,3.144,22
7687,178452.18,13.92,88.5,Ext,22,0.685,0.912,22
7688,178452.81,14.55,94.25,Ext,22,0.979,5.496,22
7689,178456.72,18.46,95.5,Ext,23,0.587,1.152,22
7690,178456.94,18.68,93,Ext,3,0.881,0.864,22
7691,178458.4,20.14,93.75,Ext,16,1.468,1.128,22
7692,178468.33,30.07,92,Ext,14,0.685,1.08,22
7693,178470.52,32.26,55,Ext,6,0.881,0.816,22
7694,178471.79,33.53,100.5,Ext,3,0.587,0.624,22
7695,178472.9,34.65,90.75,Ext,15,0.587,0.984,22
7696,178473.26,35,90.25,Ext,6,0.392,0.552,22
7697,178476.31,38.05,78,Ext,5,0.587,0.816,22
7698,178477.07,38.81,90.5,Ext,7,0.587,0.84,22
7699,178477.59,39.33,86.75,Ext,16,0.705,0.96,22
7700,178477.81,39.55,83.75,Ext,15,0.705,0.984,22
7702,178479.45,1.42,80.5,Ext,10,0.587,0.96,22
7703,178479.67,1.64,99.25,Ext,21,1.292,6.456,22
7704,178516.12,38.09,166.75,Ext,16,1.174,0.696,22
7706,178534.86,17.15,80.75,Ext,2,0.587,1.08,22
7707,178540.88,23.17,95.25,Ext,16,0.587,1.176,22
7708,178541.76,24.05,96.5,Ext,2,0.49,0.768,22
7709,178544.65,26.94,83.5,Ext,7,0.587,0.888,22
7710,178545.34,27.63,85.25,Ext,9,0.587,0.936,22
7711,178556.72,39.01,91.5,Ext,28,7.044,6.504,22
7713,178567.01,9.64,94.25,Ext,19,3.815,10.176,22
7714,178567.97,10.59,81.75,Ext,13,0.587,1.056,22
7715,178577.73,20.36,96.75,Ext,15,0.587,0.912,22
7716,178584.54,27.16,103,Ext,8,0.587,0.96,22
7717,178585.84,28.47,76.75,Ext,23,1.077,3.024,22
7718,178586.63,29.26,88,Ext,5,5.381,5.712,22
7719,178592.89,35.51,102.25,Ext,9,0.587,0.696,22
7720,178596.13,38.75,93.75,Ext,3,0.705,0.96,22
7722,178598.71,1.56,91.5,Ext,20,0.587,0.576,22
7723,178606.94,9.8,88,Ext,6,0.587,0.84,22
7724,178617.35,20.21,93,Ext,8,0.587,0.72,22
7725,178625.19,28.04,96.75,Ext,9,0.392,0.576,22
7726,178630.23,33.09,89.25,Ext,5,0.49,0.576,22
7727,178632.59,35.44,67.25,Ext,17,0.587,0.984,22
7728,178633.58,36.43,49.25,Ext,10,0.822,0.72,22
7730,178638.11,1.29,90,Ext,18,4.344,3.12,22
7731,178638.39,1.57,112.5,Ext,7,0.587,0.72,22
7732,178641.83,5.01,106.75,Ext,2,0.392,0.696,22
7733,178642.48,5.66,91.75,Ext,13,0.685,1.224,22
7734,178644.96,8.14,117.75,Ext,7,0.49,0.864,22
7735,178648.34,11.52,107.25,Ext,15,0.392,0.768,22
7736,178668.85,32.03,93,Ext,6,0.392,0.624,22
7738,178680.05,3.51,94.25,Ext,4,0.49,0.696,22
7739,178681.97,5.44,89,Ext,11,0.587,0.96,22
7740,178682.92,6.38,96,Ext,5,0.49,1.056,22
7741,178683.48,6.94,93.75,Ext,23,1.663,5.328,22
7742,178683.81,7.28,117.5,Ext,23,0.587,0.792,22
7743,178684.55,8.01,88.5,Ext,9,5.87,5.4,22
7744,178692.1,15.57,85,Ext,4,0.587,1.032,22
7746,178718.31,1.98,93,Ext,14,0.47,0.84,22
7747,178723.12,6.8,89.25,Ext,4,0.49,0.696,22
7748,178723.61,7.29,93,Ext,24,0.587,0.792,22
7749,178724.86,8.53,106.75,Ext,15,0.783,4.344,22
7750,178725.11,8.79,91.75,Ext,19,0.685,0.96,22
7751,178727.82,11.49,94,Ext,13,1.957,1.728,22
7752,178728.42,12.1,103.5,Ext,4,0.392,0.816,22
7753,178728.61,12.29,103.5,Ext,25,1.37,3.864,22
7754,178739.31,22.99,87.75,Ext,7,0.587,0.768,22
7756,178787.31,31.36,77,Ext,6,0.587,0.84,22
7757,178789.67,33.72,74.5,Ext,17,1.879,3.192,22
7759,178813.33,17.63,102,Ext,2,0.587,0.792,22
7760,178813.89,18.18,77.5,Ext,45,1.077,9.288,22
7761,178832.01,36.3,74.5,Ext,17,0.47,1.272,22
7763,178836.62,1.2,75.75,Ext,17,0.47,1.176,22
7764,178837.29,1.87,98.75,Ext,18,0.587,2.232,22
7765,178839.14,3.72,88.75,Ext,36,0.49,1.608,22
7766,178866.84,31.42,88.5,Ext,4,0.587,0.84,22
7769,178891.81,16.75,125.5,Ext,20,0.587,0.84,22
7772,178918.95,4.22,93.75,Ext,16,0.685,0.864,22
7773,178919.83,5.1,87.5,Ext,3,0.587,0.936,22
7774,178922.3,7.57,78.25,Ext,2,0.587,0.72,22
7775,178923.58,8.85,87.5,Ext,7,0.587,0.792,22
7776,178924.29,9.56,92.5,Ext,16,0.685,0.864,22
7777,178925.11,10.37,78.75,Ext,8,0.587,0.576,22
7778,178925.37,10.64,75.75,Ext,6,0.587,0.528,22
7779,178929.11,14.38,96.25,Ext,10,0.49,0.672,22
7780,178931.16,16.42,92.5,Ext,16,2.935,5.064,22
7781,178931.96,17.22,93.75,Ext,10,4.109,4.32,22
7782,178933.5,18.76,87,Ext,35,1.272,4.584,22
7783,178939.94,25.2,103.25,Ext,15,0.587,0.744,22
7784,178941.78,27.04,82.75,Ext,48,0.49,0.888,22
7785,178946.38,31.64,82.75,Ext,4,0.392,0.696,22
7786,178948.58,33.84,126.5,Ext,10,1.566,1.392,22
7788,178955.55,1.04,88.75,Ext,25,4.461,4.728,22
7789,178968.95,14.45,82.25,Ext,3,0.49,1.032,22
7790,178974.45,19.94,86,Ext,17,0.587,1.104,22
7791,178975.3,20.8,73,Ext,10,0.587,0.48,22
7792,178978.27,23.77,84.75,Ext,8,0.294,1.08,22
7793,178978.71,24.21,84.75,Ext,5,0.49,1.368,22
7794,178979.89,25.39,76,Ext,17,0.979,2.232,22
7795,178983.01,28.51,79.75,Ext,19,0.587,0.96,22
7796,178983.28,28.78,77.25,Ext,8,0.49,0.696,22
7797,178986.38,31.88,76.25,Ext,13,0.49,0.84,22
7798,178988.37,33.87,91,Ext,2,0.587,0.936,22
7799,178990.31,35.81,76.5,Ext,15,1.272,2.448,22
7800,178991,36.5,83,Ext,22,0.685,0.816,22
7801,178991.38,36.88,82.5,Ext,22,0.587,0.912,22
7802,178992.52,38.02,62.5,Ext,3,0.822,1.704,22
7803,178993.05,38.55,46.25,Ext,23,0.822,1.032,22
7804,178993.1,38.59,78.75,Ext,21,0.94,0.984,22
7806,179011.65,17.41,77.5,Ext,26,0.587,1.056,22
7807,179016.58,22.33,75,Ext,18,1.077,1.416,22
7808,179019.44,25.2,51.75,Ext,13,0.392,0.48,22
7809,179021.51,27.27,72,Ext,17,0.685,1.32,22
7810,179024.57,30.32,79.75,Ext,7,0.294,0.744,22
7811,179025.4,31.15,32.75,Ext,17,0.587,0.792,22
7812,179027.55,33.31,63.5,Ext,4,0.49,0.768,22
7814,179053.56,20.1,111.75,Ext,5,0.587,1.008,22
7815,179055.64,22.18,100,Ext,3,0.587,0.768,22
7816,179056.44,22.98,59.25,Ext,19,0.685,1.2,22
7817,179059.64,26.18,68.75,Ext,9,0.587,0.936,22
7818,179060.22,26.75,79.5,Ext,13,3.757,5.424,22
7820,179083.46,20.38,92.5,Ext,6,0.47,0.936,22
7821,179088.82,25.74,69.75,Ext,4,0.587,1.032,22
7822,179090.43,27.36,92.25,Ext,17,0.587,0.792,22
7823,179092.54,29.46,92.25,Ext,20,0.685,0.792,22
7824,179097.57,34.5,93.5,Ext,4,0.47,0.624,22
7825,179099.79,36.72,53,Ext,7,0.587,0.768,22
7827,179106.12,3.34,88.5,Ext,13,1.996,3.024,22
7828,179109.38,6.61,76,Ext,22,0.392,1.008,22
7829,179111.92,9.14,80.5,Ext,8,0.587,0.888,22
7830,179113.15,10.37,96,Ext,2,8.12,5.832,22
7831,179114.72,11.94,86.5,Ext,25,0.49,1.248,22
7832,179114.93,12.15,84,Ext,2,0.783,1.056,22
7833,179116.46,13.68,90.25,Ext,19,0.587,0.936,22
7834,179123.23,20.46,89.25,Ext,15,0.49,0.936,22
7835,179123.37,20.6,96,Ext,7,0.685,0.552,22
7836,179123.68,20.9,93.5,Ext,17,0.685,0.792,22
7837,179124.56,21.78,81.5,Ext,6,0.587,0.864,22
7838,179124.8,22.02,89.75,Ext,3,0.294,0.648,22
7839,179125.04,22.26,93.5,Ext,10,0.783,0.912,22
7840,179129.55,26.77,93.5,Ext,17,0.587,0.912,22
7841,179129.67,26.89,84.75,Ext,13,0.49,0.816,22
7842,179130.11,27.33,83.5,Ext,3,0.685,1.296,22
7843,179132.36,29.58,91.75,Ext,11,0.587,1.728,22
7844,179133.14,30.36,84.75,Ext,3,0.783,1.536,22
7846,179147.38,4.87,96.25,Ext,5,0.587,0.816,22
7847,179151.27,8.75,92.5,Ext,7,0.392,0.576,22
7849,179190.4,8.2,101.75,Ext,23,3.718,4.752,22
7850,179194.03,11.83,89.75,Ext,7,0.49,0.768,22
7851,179194.99,12.79,91.75,Ext,26,3.033,4.032,22
7856,179309.98,4.35,112.5,Ext,11,0.705,1.008,22
7866,179669.3,6.14,101.75,Ext,17,3.405,2.832,22
7868,179670.19,0.29,72.25,Ext,24,1.292,3.408,22
7869,179671.36,1.46,86.25,Ext,7,1.057,1.344,22
7878,179970.65,33.39,86.75,Ext,7,3.052,9.936,22
7882,180082.44,26.18,78,Ext,10,1.761,3.168,22
7883,180094.41,38.16,92.75,Ext,6,0.47,0.792,22
7903,180755.92,35.34,123.75,Ext,60,0.392,0.6,22
7912,181076.29,37.89,24,Ext,21,0.881,1.2,22
7924,181492.41,17.52,91,Ext,21,0.47,0.672,22
7925,181493.41,18.52,81,Ext,15,1.292,1.2,22
7926,181513.16,38.27,77.75,Int,17,0.587,1.056,22
7927,181514.09,39.19,74,Ext,20,0.685,1.08,22
7947,182142.14,32.18,106.75,Ext,16,1.526,4.824,22
7955,182365.15,17.19,160.5,Ext,21,0.587,1.584,22
7956,182371.59,23.62,88.75,Ext,13,0.392,0.792,22
7957,182380.03,32.07,85.5,Ext,14,0.392,0.384,22
7965,182569.97,23.45,105.25,Ext,20,0.49,1.056,22
7966,182572.16,25.64,132,Ext,20,0.49,0.936,22
7972,182778.76,33.87,84.75,Ext,6,0.49,1.128,22
7974,182813.04,28.57,158,Ext,22,0.685,1.056,22
7979,182950.84,7.8,98,Ext,12,1.077,1.344,22
7982,183043.17,20.69,89.5,Ext,19,0.587,1.128,22
7990,183284.82,24.12,110.25,Ext,15,0.587,0.912,22
7992,183333.73,33.35,63,Int,15,1.272,7.968,22
8055,185602.68,39.72,97.75,Ext,22,5.752,4.128,22
8062,185745.93,24.19,96.5,Ext,15,0.294,0.672,22
8063,185745.98,24.23,104,Ext,15,0.49,0.528,22
8077,186309.32,43.73,140.75,Ext,14,3.131,3.528,22
8087,186684.43,43.02,147.25,Ext,15,1.174,1.416,22
8106,187285.06,35.6,93.75,Ext,24,19.252,6.648,22
8118,187689.65,3.67,101,Ext,10,0.392,0.912,22
8119,187690.93,4.95,106.5,Ext,17,0.49,1.224,22
8120,187691.52,5.53,102.25,Ext,2,0.392,1.32,22
8121,187692.13,6.14,99.75,Ext,3,0.49,0.816,22
8123,187761.12,35.44,100.75,Ext,16,1.663,4.632,22
8127,187859.26,14.99,98.5,Ext,6,0.587,0.984,22
8134,188012.86,10.54,98.75,Ext,8,0.587,1.08,22
8139,188123.36,1.83,79.5,Int,16,1.644,4.848,22
8147,188377.55,17.65,88.5,Int,26,1.566,3.192,22
8166,188840.33,3.96,122.25,Ext,13,0.587,0.528,22
8173,189038.17,3.4,29.75,Ext,8,1.957,4.344,22
8174,189042.09,7.32,47.75,Ext,6,3.424,3.6,22
8183,189242.26,8.78,91.75,Ext,6,0.49,0.72,22
8184,189251.04,17.56,94.25,Ext,10,6.75,3.456,22
8185,189251.21,17.73,83.75,Ext,10,0.587,0.912,22
8186,189251.72,18.24,87.5,Ext,4,0.587,0.936,22
8189,189301.04,27.87,92.75,Ext,3,2.153,2.52,22
8190,189301.62,28.44,96.5,Ext,15,0.49,1.008,22
8191,189302.61,29.43,84.5,Ext,16,5.87,6.84,22
8193,189328.94,16.01,71.25,Ext,19,0.49,1.464,22
8194,189335.09,22.17,92,Ext,5,0.294,0.696,22
8195,189341.45,28.52,100.75,Ext,14,7.826,5.448,22
8196,189342.16,29.23,90.75,Ext,4,0.587,1.032,22
8208,189632.79,2.35,78.5,Ext,6,1.468,3.816,22
8209,189633.37,2.93,72.25,Ext,4,0.685,1.944,22
8214,189741.3,31.54,94.75,Ext,6,1.272,1.848,22
8215,189741.52,31.77,77.25,Ext,6,0.587,0.864,22
8216,189746.44,36.69,75.5,Ext,12,1.761,2.28,22
8218,189751.24,1.83,88.5,Ext,12,0.49,1.056,22
8225,189785.95,36.54,94.5,Ext,4,0.587,0.768,22
8226,189786.75,37.34,93.75,Ext,12,0.353,0.552,22
8228,189793.05,3.76,81,Ext,7,0.587,0.936,22
8229,189793.66,4.37,78.5,Ext,4,0.49,1.248,22
8230,189797.87,8.59,100,Ext,5,0.49,0.816,22
8244,190073.65,6.62,91,Ext,3,0.49,1.488,22
8246,190111.36,4.55,79,Ext,20,2.7,7.968,22
8249,190220.07,33.82,84,Ext,7,0.294,0.816,22
8253,190261.86,35.94,122.5,Ext,15,9.156,6.36,22
8257,190331.44,26.13,95.5,Ext,8,0.49,0.744,22
8268,190427.27,2.92,83.25,Ext,3,0.587,0.792,22
8269,190432.48,8.13,81.25,Ext,10,1.37,2.544,22
8273,190570.83,27.44,83.5,Ext,8,0.294,0.792,22
8274,190572.4,29.01,95.25,Ext,15,2.231,3.288,22
8275,190576.16,32.77,93.25,Ext,7,0.587,0.864,22
8280,190667.57,5.07,125.5,Ext,16,0.49,0.936,22
8281,190686.59,24.08,95,Ext,20,0.294,0.96,22
8282,190697.12,34.62,97.25,Ext,12,0.47,1.104,22
8291,191015.4,35.2,96.5,Ext,7,0.49,1.32,22
8295,191079.78,20.19,83,Ext,15,0.353,0.696,22
8297,191092.32,32.72,70.5,Ext,10,4.109,5.808,22
8299,191096.49,36.9,72.25,Ext,7,1.057,3.336,22
8301,191106.49,7.17,83,Ext,4,0.587,0.624,22
8302,191107.54,8.22,93,Ext,2,0.587,0.792,22
8303,191109.03,9.71,76.75,Ext,3,0.392,1.128,22
8304,191109.54,10.22,77.25,Ext,7,0.392,0.552,22
8305,191117.24,17.92,84,Ext,17,0.587,0.864,22
8306,191136.74,37.42,88.5,Ext,12,0.587,0.912,22
8308,191153.39,14.33,96.25,Ext,15,0.587,0.72,22
8325,191509.97,13.43,87.5,Ext,7,0.235,1.344,22
8326,191511.21,14.66,102,Ext,6,0.47,1.2,22
8327,191512.26,15.71,105.75,Ext,5,0.196,0.768,22
8328,191513.48,16.93,80.75,Ext,6,0.294,0.648,22
8329,191524.4,27.85,96.5,Ext,15,0.47,1.104,22
8330,191529.05,32.51,101.75,Ext,16,0.94,1.968,22
8331,191529.3,32.75,97.5,Ext,15,0.47,1.296,22
8338,191658.13,2.73,51,Ext,16,0.587,1.824,22
8343,191739.31,4.56,88.5,Ext,6,0.587,0.792,22
8349,191873.83,19.92,78.25,Ext,5,0.49,0.792,22
8350,191874.45,20.54,83.75,Ext,6,0.49,1.824,22
8351,191877.73,23.83,83.75,Ext,11,0.392,0.48,22
8355,191975.81,2.73,84.75,Ext,6,0.587,1.44,22
8357,192005.27,32.18,76.5,Ext,8,0.47,0.504,22
8359,192017.88,5.04,84.75,Ext,7,0.353,0.768,22
8360,192019.73,6.88,69.75,Ext,3,0.49,0.816,22
8361,192025.15,12.3,77.25,Ext,3,0.587,0.984,22
8362,192035.94,23.09,80.5,Ext,12,0.294,0.624,22
8363,192036.06,23.21,81.75,Ext,7,0.49,0.648,22
8364,192039.75,26.91,74.25,Ext,5,2.739,3.768,22
8365,192040.02,27.17,75.5,Ext,11,0.587,0.984,22
8366,192041.92,29.07,86.75,Ext,6,0.881,0.624,22
8367,192042.2,29.35,84.75,Ext,12,0.979,1.656,22
8368,192043.67,30.82,83,Ext,16,0.49,0.912,22
8369,192044.24,31.39,91.75,Ext,3,1.468,3.24,22
8370,192044.74,31.89,90.5,Ext,18,1.077,2.592,22
8371,192045.34,32.49,75.5,Ext,17,1.37,5.208,22
8372,192046.1,33.25,77.5,Ext,16,0.587,0.792,22
8376,192161.44,31.48,80.75,Ext,9,0.392,0.624,22
8385,192316.26,27.6,94.75,Ext,4,0.294,0.72,22
8387,192365.31,36.98,34.25,Int,24,2.231,4.368,22
8389,192396.69,28.65,82.25,Ext,10,1.057,1.224,22
8394,192528.71,1.98,85.25,Ext,10,0.49,1.08,22
8395,192531.21,4.47,92.5,Ext,4,0.392,1.032,22
8396,192531.62,4.89,97.5,Ext,10,0.49,1.128,22
8397,192542.74,16.01,135.75,Ext,2,0.392,1.056,22
8398,192543.07,16.34,76.5,Ext,2,0.587,0.72,22
8399,192543.48,16.75,73.25,Ext,10,0.587,0.96,22
8400,192543.7,16.97,83.25,Ext,8,0.294,0.768,22
8403,192622.63,16.41,96.5,Ext,10,0.49,1.176,22
8412,192907.89,25.8,93,Ext,8,0.392,0.696,22
8413,192915.04,32.95,97.5,Ext,7,0.47,0.96,22
8418,193007.76,9.52,96.5,Ext,4,0.392,0.888,22
8419,193009.66,11.42,94.5,Ext,4,0.685,1.176,22
8420,193010.16,11.92,94,Ext,21,0.392,0.984,22
8421,193016.73,18.49,87.75,Ext,9,0.49,0.792,22
8422,193017.33,19.09,87.75,Ext,2,0.49,0.816,22
8423,193017.62,19.37,85.25,Ext,8,0.392,0.84,22
8427,193115.64,38.45,176,Ext,9,0.47,0.912,22
8429,193138.51,21.6,87.75,Ext,16,0.392,1.176,22
8438,193398.26,3.24,86.25,Ext,2,0.587,0.72,22
8439,193402.04,7.02,86.25,Ext,8,0.392,0.48,22
8440,193412.69,17.67,80.5,Ext,11,0.49,1.344,22
8441,193412.93,17.91,82.25,Ext,4,0.587,1.008,22
8443,193437.96,3.25,91.5,Ext,11,1.526,3.192,22
8496,195076.55,33.02,84.75,Ext,18,0.47,1.152,22
8499,195105.35,22.06,78,Ext,8,0.47,0.6,22
8500,195108.12,24.84,85.75,Ext,19,1.761,2.4,22
8501,195108.42,25.13,83.75,Ext,18,0.49,0.936,22
8503,195135.46,12.41,126.25,Ext,7,0.49,1.152,22
8504,195136.68,13.62,127.5,Ext,10,0.49,0.888,22
8520,195623.16,9.41,174.25,Ext,15,0.47,1.32,22
8525,195802.77,30.14,88.75,Ext,15,0.392,1.104,22
8532,195932.89,1.27,90,Ext,19,0.353,0.936,22
8533,195934.7,3.08,101.75,Ext,15,0.47,1.512,22
8535,195976.32,4.98,92,Ext,15,0.49,1.176,22
8536,195977.82,6.48,95.5,Ext,16,0.587,0.648,22
8537,195978.11,6.77,88,Ext,15,0.587,1.08,22
8538,195978.43,7.08,94.25,Ext,4,0.49,0.768,22
8539,195981.16,9.82,82.25,Ext,19,0.587,1.128,22
8541,196043.58,32.46,105.75,Ext,4,0.49,1.248,22
8544,196116.15,25.58,62.5,Ext,17,0.294,1.296,22
8545,196122.74,32.17,90.5,Ext,11,0.49,1.056,22
8546,196123.53,32.97,89.75,Ext,24,0.587,1.296,22
8547,196124.19,33.63,90,Ext,19,0.587,1.656,22
8548,196125.56,34.99,89,Ext,10,0.587,1.32,22
8549,196126.24,35.67,90.5,Ext,11,0.49,0.744,22
8550,196127.1,36.53,103.25,Ext,19,0.881,1.368,22
8551,196128.22,37.65,99.5,Ext,8,0.294,0.792,22
8552,196128.87,38.3,95.75,Ext,15,0.49,1.176,22
8554,196131.96,1.64,88.75,Ext,12,0.587,1.848,22
8555,196132.79,2.47,77.5,Ext,6,0.49,1.056,22
8556,196157.62,27.3,93.25,Ext,15,0.587,1.08,22
8559,196212.6,2.69,87,Ext,9,0.587,1.128,22
8562,196295.09,5.7,109.5,Ext,11,0.392,0.84,22
8563,196310.86,21.47,122,Ext,9,0.49,0.936,22
8590,197143.57,20.91,111.25,Ext,7,0.392,0.96,22
8600,197419.2,22.71,13,Ext,10,0.392,1.176,22
8602,197446.72,10.49,64.5,Ext,16,0.587,0.84,22
8603,197446.76,10.53,74.5,Ext,17,0.685,0.96,22
8608,197597.38,4.39,117.25,Ext,18,0.587,0.936,22
8618,197881.33,12.72,35.25,Ext,16,0.294,0.984,22
8619,197891.43,22.82,49,Ext,16,0.587,0.576,22
8621,197907.1,0.89,92.75,Ext,7,0.587,1.224,22
8627,198018.89,24.28,71.25,Ext,16,0.49,0.792,22
8635,198249.21,16.68,164.5,Ext,20,0.685,0.864,22
8641,198410.97,19.66,79,Ext,10,0.392,0.72,22
8642,198423.8,32.49,85.25,Ext,10,0.49,1.008,22
8644,198458.1,27.31,88.5,Ext,10,0.49,1.176,22
8645,198463.38,32.59,3.5,Ext,17,0.49,0.84,22
8650,198603.62,14.11,104.75,Int,20,0.392,1.104,22
8651,198605.26,15.76,104.25,Int,18,0.294,0.72,22
8653,198636.96,7.83,91.25,Ext,10,0.49,0.888,22
8654,198637.57,8.43,84.25,Ext,21,0.587,1.008,22
8655,198638.5,9.37,84.5,Ext,33,0.979,1.992,22
8656,198638.86,9.72,88.75,Ext,17,0.49,0.816,22
8657,198638.95,9.81,81.25,Ext,8,0.294,0.696,22
8659,198677.88,9.1,102.5,Ext,18,0.783,2.112,22
8660,198678.93,10.14,98.75,Ext,29,0.392,1.104,22
8661,198679.02,10.23,72.5,Ext,35,10.761,6.528,22
8662,198679.11,10.33,100,Ext,21,0.783,2.664,22
8663,198679.56,10.77,91.25,Ext,15,3.229,2.304,22
8664,198680.04,11.26,73.75,Ext,8,0.392,0.936,22
8665,198695.99,27.2,85,Ext,19,0.587,1.056,22
8666,198696.54,27.75,81.25,Ext,21,1.859,3.264,22
8667,198696.93,28.14,97.5,Ext,39,13.793,7.896,22
8669,198738.14,29.66,89.75,Ext,15,0.49,0.888,22
8670,198738.36,29.89,95.5,Ext,17,0.979,1.032,22
8671,198739.61,31.14,86.5,Ext,19,0.685,0.864,22
8672,198740.04,31.56,97.25,Ext,30,2.25,3.432,22
8673,198742.2,33.72,91,Ext,15,1.761,3.744,22
8674,198742.82,34.34,68,Ext,23,3.522,9.864,22
8679,198860.58,32.93,61.75,Int,10,0.49,0.936,22
8682,198943.79,36.83,178.5,Ext,13,0.587,0.912,22
8684,198949.53,2.99,94,Ext,2,11.739,5.568,22
8685,198950.19,3.65,114,Ext,17,0.587,0.912,22
8686,198952.81,6.27,70.75,Ext,24,1.566,4.656,22
8687,198959.07,12.53,1.5,Ext,3,0.392,0.912,22
8688,198960.02,13.48,110.25,Ext,15,0.587,1.248,22
8689,198964.71,18.17,19,Ext,10,0.587,1.032,22
8690,198968.49,21.95,60.75,Ext,19,0.49,0.96,22
8691,198968.65,22.11,112,Ext,18,0.49,0.984,22
8694,199008.36,6.51,86.5,Ext,16,0.49,0.888,22
8695,199009.33,7.48,84,Ext,14,7.826,4.56,22
8696,199011,9.15,89,Ext,11,1.859,2.16,22
8697,199011.04,9.19,76.5,Ext,16,0.587,1.248,22
8698,199011.23,9.38,99,Ext,22,0.49,1.08,22
8699,199011.67,9.82,87.75,Ext,19,0.587,1.032,22
8700,199012.39,10.54,89.25,Ext,16,0.49,0.96,22
8701,199015.41,13.56,98,Ext,15,0.49,0.624,22
8702,199016.08,14.23,83.5,Ext,7,0.392,1.008,22
8703,199017.99,16.14,76,Ext,4,0.49,0.696,22
