joint_no,wheel,dist_US_weld,degrees,INT_EXT,depth,length,width,Dia
71800,231348.87,35.42,82.5264,Ext,12,1.858,1.912,24
71800,231349.09,35.78,78.7752,Ext,18,4.692,5.629,24
71800,231349.78,36.46,75.024,Ext,13,2.542,2.906,24
71800,231350.06,36.72,82.5264,Ext,12,2.249,1.519,24
71800,231350.21,36.81,78.7752,Ext,30,0.782,0.838,24
71800,231350.35,36.96,75.024,Ext,10,0.88,1.231,24
71800,231350.58,37.16,71.2728,Ext,10,1.173,2.645,24
71800,231350.61,37.22,78.7752,Ext,10,0.489,1.205,24
71800,231350.74,37.36,82.5264,Ext,19,0.782,0.655,24
71800,231350.79,37.4,108.7848,Ext,13,0.782,1.126,24
71800,231351.79,38.34,82.5264,Ext,10,1.858,2.304,24
71800,231351.92,38.55,75.024,Ext,18,0.978,0.472,24
71800,231352.25,38.85,78.7752,Ext,10,1.076,1.336,24
71800,231352.8,39.42,90.0288,Ext,14,0.782,1.362,24
71800,231353.1,39.71,78.7752,Ext,19,1.076,3.927,24
71810,231353.46,0.23,82.5264,Ext,12,0.978,1.1,24
71810,231354.68,1.43,101.2824,Ext,26,0.685,0.55,24
71810,231354.93,1.69,78.7752,Ext,10,0.978,1.257,24
71810,231355.19,1.94,78.7752,Ext,15,1.076,1.257,24
71810,231355.39,2.15,82.5264,Ext,10,0.978,1.205,24
71810,231355.87,2.61,78.7752,Ext,10,0.88,1.205,24
71810,231356.72,3.47,78.7752,Ext,10,0.489,0.891,24
71810,231356.97,3.7,82.5264,Ext,23,3.128,4.739,24
71810,231357.26,4.01,86.2776,Ext,20,0.88,0.734,24
71810,231357.27,4.03,75.024,Ext,20,1.564,3.901,24
71810,231359.82,6.57,90.0288,Ext,10,1.173,1.519,24
71810,231359.86,6.62,78.7752,Ext,19,4.008,3.849,24
71810,231360.17,6.92,78.7752,Ext,20,1.076,0.812,24
71810,231360.31,7.06,71.2728,Ext,10,0.587,0.943,24
71810,231360.31,7.07,82.5264,Ext,12,0.685,0.891,24
71810,231360.44,7.2,78.7752,Ext,10,1.173,0.969,24
71810,231360.43,7.23,93.78,Ext,10,2.151,3.168,24
71810,231362.17,8.93,90.0288,Ext,11,0.782,1.048,24
71810,231365.65,12.41,93.78,Ext,17,0.782,0.576,24
71900,231719.45,8.19,93.78,Ext,10,0.88,2.121,24
71910,231754.49,3.28,75.024,Ext,10,0.88,1.388,24
71940,231893.15,22.08,101.2824,Ext,10,0.978,1.336,24
72080,232392.82,7.91,97.5312,Ext,15,2.053,0.681,24
72110,232524.89,20.2,90.0288,Ext,12,1.271,0.734,24
72120,232545.72,1.26,45.0144,Ext,15,1.662,1.309,24
72170,232636.92,31.61,101.2824,Ext,16,0.685,1.179,24
72170,232637.91,32.6,105.0336,Ext,10,1.076,0.917,24
72170,232639.21,33.89,97.5312,Ext,15,1.076,0.838,24
72170,232639.98,34.67,11.2536,Ext,15,0.685,0.707,24
72190,232670.31,5.56,63.7704,Ext,11,1.467,3.954,24
72200,232712.22,7.58,75.024,Ext,19,0.782,0.891,24
72200,232712.96,8.31,112.536,Ext,22,0.685,0.655,24
72200,232713.11,8.48,93.78,Ext,10,0.782,0.891,24
72200,232713.18,8.52,82.5264,Ext,21,0.88,0.76,24
72200,232715.53,10.87,97.5312,Ext,23,0.685,1.048,24
72200,232716.25,11.6,116.2872,Ext,19,2.835,4.215,24
72200,232727.74,23.09,75.024,Ext,13,0.685,0.524,24
72210,232754.7,10.13,18.756,Ext,18,0.587,0.76,24
72210,232777.76,33.23,97.5312,Ext,10,1.076,1.152,24
72210,232779.7,35.11,82.5264,Ext,19,1.369,3.168,24
72210,232780.59,36.01,93.78,Ext,16,1.271,3.692,24
72210,232780.79,36.25,90.0288,Ext,16,1.173,0.838,24
72250,232860.82,36.27,90.0288,Ext,10,0.978,1.022,24
72310,232969.56,4.16,71.2728,Int,10,1.173,1.65,24
72310,232971.1,5.68,75.024,Int,13,1.173,1.336,24
72310,232978.04,12.61,90.0288,Int,15,0.978,0.472,24
72310,232978.24,12.84,93.78,Int,21,0.685,0.576,24
72310,232978.79,13.39,90.0288,Int,22,0.88,2.383,24
72310,232979.1,13.69,90.0288,Int,22,0.587,0.524,24
72310,232979.27,13.85,90.0288,Int,10,1.076,1.179,24
72310,232979.46,14.06,97.5312,Int,17,1.467,0.576,24
72310,232979.51,14.17,93.78,Int,13,2.151,1.126,24
72310,232979.6,14.24,97.5312,Int,10,1.271,0.786,24
72310,232979.79,14.4,90.0288,Int,18,0.88,0.498,24
72310,232979.94,14.53,90.0288,Int,16,0.587,0.524,24
72310,232980.42,14.95,97.5312,Int,20,2.151,0.629,24
72460,233298.01,26.63,93.78,Int,16,1.467,2.906,24
72460,233300.25,28.87,93.78,Int,20,1.271,3.849,24
72460,233300.72,29.34,86.2776,Int,11,1.271,2.383,24
72460,233301.71,30.33,71.2728,Int,10,0.782,0.76,24
72460,233302.05,30.67,75.024,Int,14,0.587,0.786,24
72460,233302.7,31.27,75.024,Int,10,3.715,2.095,24
72460,233303.61,32.22,71.2728,Int,11,1.76,2.645,24
72460,233304.13,32.75,82.5264,Int,10,1.369,0.969,24
72460,233304.46,33.08,75.024,Int,16,0.782,0.707,24
72460,233307.7,36.31,93.78,Int,20,6.354,5.551,24
72460,233308.34,36.96,97.5312,Int,19,0.489,0.76,24
72480,233377.03,19.57,97.5312,Int,16,0.391,0.629,24
72480,233377.46,20,90.0288,Int,18,0.391,1.074,24
72480,233377.67,20.16,97.5312,Int,25,0.782,3.404,24
72480,233378.03,20.45,93.78,Int,34,2.64,4.818,24
72480,233378.53,21.03,97.5312,Int,32,2.053,8.064,24
72480,233378.79,21.33,101.2824,Int,16,0.391,1.362,24
72480,233378.92,21.46,93.78,Int,19,0.685,2.645,24
72480,233379.1,21.64,97.5312,Int,14,0.391,0.576,24
72480,233379.4,21.81,97.5312,Int,22,3.031,3.43,24
72480,233379.67,22.21,101.2824,Int,17,0.294,0.76,24
72480,233379.8,22.34,93.78,Int,18,0.294,0.655,24
72480,233379.88,22.42,101.2824,Int,28,0.294,0.969,24
72480,233380.41,22.53,93.78,Int,33,5.474,5.812,24
72480,233380.6,23.1,93.78,Int,22,0.782,1.728,24
72480,233380.97,23.38,93.78,Int,36,3.128,7.567,24
72480,233381.25,23.79,82.5264,Int,19,0.489,0.498,24
72480,233381.26,23.79,93.78,Int,33,1.271,5.655,24
72480,233381.61,24.14,93.78,Int,24,1.564,1.702,24
72480,233381.73,24.23,105.0336,Int,16,1.564,1.676,24
72480,233381.87,24.4,101.2824,Int,15,0.196,0.55,24
72480,233381.9,24.44,105.0336,Int,22,0.391,0.576,24
72480,233382.08,24.62,105.0336,Int,15,0.196,0.55,24
72480,233382.26,24.77,101.2824,Int,22,1.858,3.299,24
72480,233382.31,24.82,93.78,Int,33,2.053,1.755,24
72480,233382.33,24.86,86.2776,Int,19,0.587,0.681,24
72480,233382.57,25.1,97.5312,Int,25,0.685,3.77,24
72480,233382.63,25.17,105.0336,Int,15,0.294,0.603,24
72480,233382.74,25.27,93.78,Int,18,0.685,2.121,24
72480,233382.8,25.28,105.0336,Int,23,1.564,2.985,24
72480,233383.2,25.68,90.0288,Int,25,1.369,3.116,24
72480,233383.2,25.72,105.0336,Int,22,2.151,3.744,24
72480,233383.46,25.99,93.78,Int,19,0.196,0.446,24
72480,233383.53,26.03,97.5312,Int,19,2.64,5.315,24
72480,233384.08,26.43,108.7848,Int,26,6.843,7.828,24
72480,233384.95,27.16,93.78,Int,31,5.865,8.614,24
72480,233385.3,27.83,97.5312,Int,19,1.467,1.571,24
72480,233385.29,27.83,105.0336,Int,23,0.294,0.498,24
72480,233385.93,28.13,97.5312,Int,30,4.204,9.321,24
72480,233386.05,28.59,93.78,Int,28,0.196,0.367,24
72480,233386.14,28.69,82.5264,Int,17,0.294,0.576,24
72480,233386.52,28.91,108.7848,Int,27,3.031,2.906,24
72480,233386.38,28.92,93.78,Int,19,0.196,0.446,24
72480,233386.44,28.97,78.7752,Int,19,0.196,0.498,24
72480,233386.44,28.98,112.536,Int,15,0.196,0.55,24
72480,233386.52,29.05,93.78,Int,29,0.294,1.283,24
72480,233386.54,29.08,82.5264,Int,18,0.391,0.55,24
72480,233386.72,29.24,93.78,Int,24,0.294,0.707,24
72480,233386.97,29.51,93.78,Int,24,0.196,0.419,24
72480,233387.1,29.54,108.7848,Int,21,1.271,1.126,24
72480,233387.15,29.69,78.7752,Int,20,0.196,0.55,24
72480,233387.41,29.76,97.5312,Int,32,2.835,3.378,24
72480,233387.25,29.78,108.7848,Int,24,1.076,2.906,24
72480,233387.32,29.86,112.536,Int,21,0.196,0.524,24
72480,233387.36,29.89,78.7752,Int,14,0.196,0.524,24
72480,233387.73,30.27,86.2776,Int,18,0.489,0.734,24
72480,233387.7,30.27,108.7848,Int,14,1.076,0.576,24
72480,233388,30.47,97.5312,Int,21,1.173,2.226,24
72480,233388.01,30.52,108.7848,Int,20,0.489,2.016,24
72480,233388.28,30.82,86.2776,Int,23,0.294,0.629,24
72480,233388.41,30.82,93.78,Int,34,2.835,4.896,24
72480,233388.32,30.87,108.7848,Int,17,1.369,0.734,24
72480,233388.92,31.21,93.78,Int,28,4.301,11.389,24
72480,233389.91,31.74,93.78,Int,33,23.167,16.258,24
72480,233390,32.54,120.0384,Int,16,0.196,0.446,24
72480,233391.27,33.81,108.7848,Int,16,0.196,0.446,24
72480,233391.44,33.97,105.0336,Int,35,1.173,2.147,24
72480,233391.96,34.21,105.0336,Int,29,3.617,3.718,24
72480,233391.95,34.38,75.024,Int,24,1.467,0.943,24
72480,233391.87,34.39,86.2776,Int,16,0.294,1.074,24
72480,233391.97,34.49,93.78,Int,29,0.978,1.205,24
72480,233392.15,34.69,108.7848,Int,17,0.391,0.419,24
72480,233392.17,34.7,90.0288,Int,24,0.685,0.55,24
72480,233392.46,35.01,108.7848,Int,25,0.685,0.838,24
72480,233392.69,35.24,90.0288,Int,24,0.489,0.446,24
72480,233392.8,35.36,105.0336,Int,23,0.978,0.629,24
72480,233392.85,35.39,112.536,Int,36,0.587,0.76,24
72490,233393.95,0.1,105.0336,Int,34,11.926,17.934,24
72490,233394.25,1.25,112.536,Int,21,0.88,0.367,24
72490,233394.2,1.26,78.7752,Int,17,0.294,1.048,24
72490,233394.43,1.51,108.7848,Int,16,0.196,0.315,24
72490,233394.58,1.65,78.7752,Int,21,0.88,0.943,24
72490,233394.61,1.67,112.536,Int,22,0.489,1.467,24
72490,233394.78,1.85,90.0288,Int,16,0.196,0.341,24
72490,233395.4,1.99,93.78,Int,28,6.256,11.441,24
72490,233395.42,2.48,78.7752,Int,18,0.196,0.367,24
72490,233395.57,2.63,105.0336,Int,29,1.955,3.692,24
72490,233395.57,2.64,86.2776,Int,15,0.196,0.55,24
72490,233395.92,2.9,105.0336,Int,28,2.542,0.891,24
72490,233395.92,2.9,93.78,Int,28,1.076,1.493,24
72490,233395.83,2.9,78.7752,Int,14,0.196,0.315,24
72490,233395.95,2.98,108.7848,Int,20,1.173,0.812,24
72490,233396.11,3.12,93.78,Int,22,0.782,1.519,24
72490,233396.39,3.21,78.7752,Int,18,3.128,3.011,24
72490,233396.18,3.25,105.0336,Int,19,0.196,0.419,24
72490,233396.67,3.39,101.2824,Int,29,5.474,10.158,24
72490,233396.42,3.49,116.2872,Int,18,0.196,0.288,24
72490,233396.54,3.59,78.7752,Int,23,0.685,0.707,24
72490,233396.72,3.76,75.024,Int,20,0.587,0.917,24
72490,233396.93,4,112.536,Int,20,0.196,0.629,24
72490,233397.13,4.17,93.78,Int,14,0.587,0.367,24
72490,233397.12,4.18,101.2824,Int,17,0.587,1.912,24
72490,233397.15,4.22,108.7848,Int,18,0.391,1.179,24
72490,233397.27,4.33,90.0288,Int,20,1.564,4.058,24
72490,233397.33,4.39,78.7752,Int,17,0.196,0.315,24
72490,233397.32,4.39,105.0336,Int,20,0.391,0.681,24
72490,233397.64,4.59,82.5264,Int,15,1.564,0.419,24
72490,233397.62,4.69,75.024,Int,20,0.196,0.472,24
72490,233398.04,4.92,108.7848,Int,32,4.008,5.734,24
72490,233398.03,5.08,93.78,Int,31,1.564,2.645,24
72490,233398.18,5.11,78.7752,Int,21,2.835,3.142,24
72490,233398.76,5.36,93.78,Int,29,7.234,8.509,24
72490,233398.76,5.73,82.5264,Int,24,2.249,2.173,24
72490,233398.92,6,112.536,Int,18,0.196,0.158,24
72490,233399.03,6.1,75.024,Int,14,0.196,0.236,24
72490,233399.41,6.21,108.7848,Int,30,7.038,12.331,24
72490,233399.31,6.38,75.024,Int,25,0.196,0.315,24
72490,233400.01,6.94,108.7848,Int,35,3.519,1.231,24
72490,233399.98,7.05,78.7752,Int,19,0.685,0.576,24
72490,233400.18,7.25,82.5264,Int,18,0.489,0.734,24
72490,233400.21,7.28,90.0288,Int,15,0.196,0.184,24
72490,233400.3,7.36,105.0336,Int,23,1.76,0.419,24
72490,233400.37,7.45,82.5264,Int,21,0.391,0.367,24
72490,233400.45,7.51,90.0288,Int,24,0.391,1.1,24
72490,233400.6,7.62,108.7848,Int,34,1.076,1.179,24
72490,233400.73,7.76,93.78,Int,30,2.64,5.786,24
72490,233400.76,7.81,105.0336,Int,34,2.053,1.624,24
72490,233400.76,7.83,78.7752,Int,26,1.173,0.21,24
72490,233401.05,8.12,108.7848,Int,11,0.391,0.393,24
72490,233401.28,8.34,105.0336,Int,17,1.369,1.885,24
72490,233401.45,8.43,90.0288,Int,13,1.173,1.467,24
72490,233401.42,8.5,97.5312,Int,11,0.391,0.367,24
72490,233401.46,8.54,101.2824,Int,15,0.489,0.184,24
72490,233401.57,8.64,112.536,Int,18,0.391,0.786,24
72490,233401.7,8.64,90.0288,Int,16,5.083,3.142,24
72490,233402.23,9.2,97.5312,Int,20,1.271,2.095,24
72490,233402.2,9.22,93.78,Int,25,1.955,2.566,24
72490,233402.18,9.25,105.0336,Int,28,0.294,0.21,24
72490,233402.32,9.38,105.0336,Int,22,0.489,0.472,24
72490,233402.36,9.43,78.7752,Int,20,0.196,0.55,24
72490,233402.54,9.51,93.78,Int,27,6.256,9.373,24
72490,233402.56,9.63,78.7752,Int,29,0.196,0.21,24
72490,233403.16,10.23,101.2824,Int,15,0.489,0.603,24
72490,233403.26,10.33,93.78,Int,16,0.294,0.367,24
72490,233403.32,10.39,112.536,Int,22,0.196,0.184,24
72490,233403.5,10.57,101.2824,Int,16,0.88,1.309,24
72490,233403.55,10.61,90.0288,Int,17,0.489,2.016,24
72490,233403.7,10.77,90.0288,Int,17,0.196,0.158,24
72490,233403.71,10.79,101.2824,Int,12,0.294,0.367,24
72490,233404.14,11.22,105.0336,Int,17,0.391,1.048,24
72490,233404.32,11.4,105.0336,Int,12,0.196,0.367,24
72490,233404.39,11.44,93.78,Int,20,1.076,0.419,24
72490,233404.4,11.47,112.536,Int,14,0.196,0.158,24
72490,233404.4,11.47,86.2776,Int,16,0.196,0.262,24
72490,233404.85,11.71,86.2776,Int,20,2.933,2.357,24
72490,233404.93,11.78,112.536,Int,24,7.234,6.624,24
72490,233404.74,11.81,82.5264,Int,12,0.294,0.236,24
72490,233405.05,12.09,86.2776,Int,26,4.399,2.592,24
72490,233405.18,12.25,116.2872,Int,20,0.294,0.812,24
72490,233405.46,12.53,78.7752,Int,14,0.196,0.184,24
72490,233405.55,12.59,101.2824,Int,18,2.346,1.467,24
72490,233405.54,12.59,90.0288,Int,30,2.151,1.597,24
72490,233405.68,12.75,82.5264,Int,17,0.88,1.65,24
72490,233405.72,12.8,105.0336,Int,18,0.391,0.969,24
72490,233405.88,12.93,97.5312,Int,16,1.858,4.137,24
72490,233405.95,12.98,75.024,Int,17,0.685,2.514,24
72490,233405.9,12.98,101.2824,Int,20,0.489,0.236,24
72490,233405.99,13.07,112.536,Int,16,0.196,0.158,24
72490,233406.27,13.2,93.78,Int,23,4.692,5.734,24
72490,233406.5,13.57,101.2824,Int,17,0.294,0.288,24
72490,233406.66,13.73,78.7752,Int,15,0.196,0.184,24
72490,233406.73,13.79,90.0288,Int,22,2.151,1.519,24
72490,233406.99,14.06,101.2824,Int,19,0.391,1.022,24
72490,233407.04,14.11,112.536,Int,22,0.88,0.393,24
72490,233407.06,14.12,93.78,Int,23,2.053,2.357,24
72490,233407.17,14.25,105.0336,Int,12,0.196,0.158,24
72490,233407.37,14.4,112.536,Int,20,0.685,2.304,24
72490,233407.39,14.45,97.5312,Int,22,0.978,3.927,24
72490,233407.83,14.63,90.0288,Int,26,3.519,1.336,24
72490,233407.78,14.76,97.5312,Int,18,2.542,4.032,24
72490,233407.74,14.8,78.7752,Int,19,0.391,1.597,24
72490,233407.98,15.05,86.2776,Int,18,0.196,0.21,24
72490,233408.15,15.17,90.0288,Int,18,1.076,1.493,24
72490,233408.15,15.18,97.5312,Int,19,2.151,6.1,24
72490,233408.62,15.66,97.5312,Int,23,1.564,2.173,24
72490,233408.67,15.74,105.0336,Int,17,0.294,0.262,24
72490,233408.66,15.74,78.7752,Int,19,0.391,0.681,24
72490,233408.91,15.98,75.024,Int,15,0.391,0.707,24
72490,233408.94,15.99,82.5264,Int,20,1.076,1.126,24
72490,233409.18,16.23,90.0288,Int,23,1.662,1.964,24
72490,233409.28,16.36,105.0336,Int,11,0.391,0.315,24
72490,233409.56,16.51,97.5312,Int,16,2.444,2.383,24
72490,233410.33,17.4,82.5264,Int,19,0.294,1.074,24
72490,233410.6,17.66,86.2776,Int,14,0.294,0.288,24
72490,233410.73,17.78,105.0336,Int,23,0.391,1.309,24
72490,233410.89,17.94,86.2776,Int,26,0.685,0.812,24
72490,233410.9,17.97,108.7848,Int,15,0.782,0.891,24
72490,233411,18.08,97.5312,Int,18,0.391,0.76,24
72490,233411.21,18.22,105.0336,Int,28,1.076,1.126,24
72490,233411.34,18.41,82.5264,Int,16,0.685,1.493,24
72490,233411.36,18.44,101.2824,Int,12,0.294,0.184,24
72490,233411.5,18.56,97.5312,Int,14,0.196,0.367,24
72490,233411.61,18.67,93.78,Int,19,1.564,0.76,24
72490,233412.09,19.13,101.2824,Int,19,2.053,3.482,24
72490,233412.39,19.44,97.5312,Int,18,1.955,1.152,24
72490,233412.44,19.52,108.7848,Int,16,0.196,0.184,24
72490,233412.56,19.55,93.78,Int,19,1.173,2.959,24
72490,233412.53,19.61,78.7752,Int,16,0.782,1.022,24
72490,233412.55,19.62,105.0336,Int,20,0.391,1.44,24
72490,233413.26,20.01,105.0336,Int,23,6.452,6.362,24
72490,233413.28,20.32,78.7752,Int,24,1.564,4.399,24
72490,233413.61,20.68,75.024,Int,19,0.294,0.891,24
72490,233413.63,20.7,82.5264,Int,19,0.391,0.629,24
72490,233413.94,20.97,101.2824,Int,20,1.564,4.242,24
72490,233413.97,21.04,82.5264,Int,16,0.391,1.336,24
72490,233414.46,21.52,112.536,Int,17,0.685,1.493,24
72490,233414.51,21.58,86.2776,Int,20,0.196,0.498,24
72490,233414.52,21.59,97.5312,Int,14,0.391,1.022,24
72490,233414.74,21.81,90.0288,Int,10,0.685,0.288,24
72490,233414.76,21.84,82.5264,Int,20,1.173,1.728,24
72490,233415.83,22.88,101.2824,Int,22,1.173,4.215,24
72490,233416.14,23.22,101.2824,Int,32,0.782,0.655,24
72830,234252.93,3.37,78.7752,Ext,11,1.173,2.802,24
72830,234267.73,18.17,60.0192,Ext,15,1.76,5.524,24
72870,234313.29,5.2,180.0576,Ext,17,1.369,0.76,24
72870,234322.75,14.65,127.5408,Ext,21,0.782,0.812,24
72870,234323.07,14.94,105.0336,Ext,11,1.271,1.833,24
72900,234368.63,0.08,90.0288,Ext,21,0.88,1.885,24
72920,234407.4,14.89,105.0336,Ext,19,1.564,4.215,24
72930,234408.64,0.92,101.2824,Ext,18,0.88,1.1,24
72930,234408.68,0.95,78.7752,Ext,26,0.685,0.55,24
72930,234408.71,0.99,127.5408,Ext,12,0.88,1.022,24
72930,234427.1,19.38,71.2728,Ext,23,0.88,0.864,24
72930,234427.2,19.48,78.7752,Ext,13,0.88,1.414,24
72930,234427.4,19.69,127.5408,Ext,15,0.88,0.995,24
72940,234443.2,15.45,180.0576,Ext,20,0.88,0.629,24
72950,234451.86,3.93,7.5024,Ext,12,1.271,0.681,24
72950,234453.56,5.65,161.3016,Ext,13,0.88,0.734,24
72950,234453.8,5.86,26.2584,Ext,15,1.271,1.126,24
72950,234453.78,5.86,45.0144,Ext,13,0.88,0.838,24
72950,234453.83,5.9,97.5312,Ext,11,1.76,2.357,24
72950,234453.83,5.92,146.2968,Ext,11,1.369,2.409,24
72950,234453.97,6.05,153.7992,Ext,14,0.782,0.838,24
72950,234454.19,6.3,153.7992,Ext,13,0.978,1.1,24
72950,234454.26,6.35,30.0096,Ext,15,0.88,0.681,24
72950,234454.36,6.38,7.5024,Ext,34,2.444,2.121,24
72950,234454.32,6.41,41.2632,Ext,12,0.587,0.812,24
72950,234454.38,6.48,153.7992,Ext,21,0.978,0.838,24
72950,234454.46,6.54,172.5552,Ext,16,1.955,1.048,24
72950,234454.59,6.7,22.5072,Ext,12,1.076,0.864,24
72950,234454.72,6.74,3.7512,Ext,28,3.226,6.86,24
72950,234454.65,6.8,146.2968,Ext,28,2.737,4.215,24
72950,234454.74,6.83,30.0096,Ext,11,1.467,2.645,24
72950,234454.76,6.88,41.2632,Ext,30,1.076,0.812,24
72950,234455.01,7.16,30.0096,Ext,18,2.64,1.885,24
72950,234455.12,7.2,15.0048,Ext,12,0.88,1.859,24
72950,234455.16,7.31,150.048,Ext,12,2.346,2.121,24
72950,234455.24,7.33,41.2632,Ext,12,1.271,1.152,24
72950,234455.28,7.37,33.7608,Ext,27,0.978,0.812,24
72950,234455.51,7.59,180.0576,Ext,21,1.369,0.786,24
72950,234455.51,7.59,11.2536,Ext,21,1.467,0.917,24
72950,234455.51,7.62,142.5456,Ext,13,0.978,0.812,24
72950,234455.48,7.64,150.048,Ext,12,2.151,0.969,24
72950,234455.79,7.89,150.048,Ext,21,0.978,0.576,24
72950,234456.09,8.19,150.048,Ext,26,0.978,0.734,24
72950,234456.13,8.21,33.7608,Ext,14,0.88,1.074,24
72950,234456.48,8.59,33.7608,Ext,10,1.173,1.493,24
72950,234456.67,8.76,33.7608,Ext,11,0.685,1.44,24
72950,234456.77,8.86,153.7992,Ext,10,0.782,1.205,24
72950,234456.81,8.91,150.048,Ext,20,0.978,0.55,24
72950,234456.85,8.96,33.7608,Ext,11,1.173,1.257,24
72950,234456.96,9.07,153.7992,Ext,16,1.076,0.864,24
72950,234457.13,9.23,153.7992,Ext,13,0.978,1.676,24
72950,234457.68,9.79,150.048,Ext,13,1.173,1.467,24
72950,234458.97,11.06,150.048,Ext,17,0.88,0.864,24
72950,234459.85,11.94,153.7992,Ext,14,1.076,1.074,24
72950,234462.3,14.4,37.512,Ext,11,1.271,0.995,24
72950,234462.56,14.65,150.048,Ext,12,0.978,1.074,24
72950,234463.7,15.8,153.7992,Ext,15,0.978,0.812,24
72950,234463.99,16.09,153.7992,Ext,21,0.782,0.812,24
72950,234464.25,16.42,157.5504,Ext,25,2.737,1.1,24
72950,234466.26,18.36,157.5504,Ext,11,1.173,1.597,24
72950,234467.28,19.31,146.2968,Ext,11,2.151,2.409,24
72950,234467.51,19.6,150.048,Ext,27,1.173,0.786,24
72950,234467.68,19.78,150.048,Ext,19,0.782,0.838,24
72950,234467.96,19.98,153.7992,Ext,14,2.249,1.859,24
72950,234468.1,20.19,142.5456,Ext,13,0.782,0.891,24
72950,234468.73,20.81,150.048,Ext,11,0.978,1.231,24
72950,234470.26,22.35,30.0096,Ext,11,1.076,2.671,24
72950,234474.31,26.42,153.7992,Ext,12,0.978,1.048,24
72950,234479.55,31.65,41.2632,Ext,11,1.173,0.943,24
72960,234488.44,0.65,153.7992,Ext,11,1.369,0.969,24
72960,234488.93,1.15,150.048,Ext,18,1.173,0.603,24
72960,234489.1,1.29,157.5504,Ext,14,1.076,0.812,24
72960,234489.17,1.37,150.048,Ext,13,0.685,1.022,24
72960,234489.36,1.55,157.5504,Ext,25,0.88,0.838,24
72960,234489.56,1.72,153.7992,Ext,12,1.76,1.912,24
72960,234489.91,2.1,157.5504,Ext,11,0.88,1.048,24
72960,234490.7,2.9,26.2584,Ext,16,0.685,1.388,24
72960,234490.83,3.03,30.0096,Ext,16,0.685,0.864,24
72960,234491.45,3.69,30.0096,Ext,18,1.858,3.692,24
72960,234492.12,4.32,157.5504,Ext,15,0.391,1.126,24
72960,234492.12,4.33,30.0096,Ext,11,1.076,0.838,24
72960,234492.31,4.51,30.0096,Ext,19,0.88,1.179,24
72960,234492.41,4.6,153.7992,Ext,13,0.587,1.519,24
72960,234492.48,4.68,30.0096,Ext,15,0.587,1.048,24
72960,234492.86,5.02,26.2584,Ext,29,2.249,3.692,24
72960,234493.24,5.43,153.7992,Ext,17,0.685,1.309,24
72960,234493.33,5.5,30.0096,Ext,31,3.617,2.933,24
72960,234493.69,5.84,157.5504,Ext,17,1.76,3.273,24
72960,234494,6,30.0096,Ext,30,5.865,4.163,24
72960,234493.88,6.07,153.7992,Ext,17,0.489,1.859,24
72960,234494.03,6.22,153.7992,Ext,20,1.076,1.571,24
72960,234494.22,6.51,30.0096,Ext,20,3.226,3.404,24
72960,234494.52,6.73,153.7992,Ext,25,1.173,2.671,24
72960,234494.64,6.84,26.2584,Ext,33,1.271,1.022,24
72960,234494.8,7.04,153.7992,Ext,20,2.249,2.488,24
72960,234495.04,7.23,153.7992,Ext,29,0.782,0.864,24
72960,234495.07,7.27,142.5456,Ext,14,0.782,1.807,24
72960,234495.19,7.38,30.0096,Ext,15,0.978,1.126,24
72960,234495.32,7.52,26.2584,Ext,49,1.564,0.812,24
72960,234495.38,7.54,157.5504,Ext,25,1.76,1.755,24
72960,234495.4,7.61,30.0096,Ext,22,0.88,1.048,24
72960,234495.54,7.75,157.5504,Ext,24,0.587,2.566,24
72960,234495.7,7.93,157.5504,Ext,18,1.662,2.618,24
72960,234496.18,8.38,157.5504,Ext,21,0.587,3.744,24
72960,234496.44,8.63,30.0096,Ext,24,1.662,2.854,24
72960,234496.46,8.67,153.7992,Ext,22,0.978,1.833,24
72960,234496.64,8.86,30.0096,Ext,25,1.858,2.043,24
72960,234496.7,8.92,37.512,Ext,20,0.978,1.179,24
72960,234496.78,8.98,153.7992,Ext,17,0.685,1.807,24
72960,234497.03,9.18,157.5504,Ext,16,1.955,2.854,24
72960,234497.09,9.25,30.0096,Ext,18,5.279,4.111,24
72960,234497.51,9.64,157.5504,Ext,18,1.564,1.781,24
72960,234497.56,9.71,30.0096,Ext,18,1.955,1.781,24
72960,234497.87,10.04,30.0096,Ext,30,1.955,2.121,24
72960,234498.01,10.21,37.512,Ext,12,0.782,1.336,24
72960,234498.02,10.22,30.0096,Ext,22,0.782,1.493,24
72960,234498.03,10.23,157.5504,Ext,17,1.271,1.938,24
72960,234498.21,10.41,157.5504,Ext,16,0.391,0.812,24
72960,234498.32,10.52,30.0096,Ext,17,0.587,0.995,24
72960,234498.44,10.64,30.0096,Ext,20,0.685,1.179,24
72960,234498.59,10.79,30.0096,Ext,20,1.076,2.331,24
72960,234498.66,10.87,157.5504,Ext,20,0.88,1.048,24
72960,234498.84,11.06,30.0096,Ext,12,2.249,2.802,24
72960,234499.05,11.26,26.2584,Ext,13,0.88,1.938,24
72960,234499.11,11.31,157.5504,Ext,11,0.88,1.362,24
72960,234499.31,11.5,30.0096,Ext,33,0.978,0.812,24
72960,234499.37,11.52,157.5504,Ext,14,1.662,1.074,24
72960,234499.58,11.78,26.2584,Ext,14,0.88,0.681,24
72960,234499.66,11.84,161.3016,Ext,18,0.685,1.676,24
72960,234499.75,11.95,26.2584,Ext,29,0.978,0.812,24
